id_espacio,id_fuente,tipo_espacio,nombre,descripcion,direccion,barrio,comuna,latitud,longitud,calidad_geo,dias_funcionamiento,horarios,productos,url_fuente,fecha_consulta,origen_dato,estado_datos,calidad_dato,requiere_validacion,motivo_validacion,limitaciones,observaciones,id_ubicacion
FIAB00048,F03,FIAB,Fiab 5,nan,CALCENA y BOGOTA,Flores,7,-34.62231128,-58.45726154,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U76E57
FIAB00049,F03,FIAB,Fiab 1,nan,"CAMARONES 4000, CABA",Floresta,10,-34.62063669,-58.492156,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U81512
FIAB00050,F03,FIAB,Fiab 7,nan,AVELLANEDA AV. y BAHIA BLANCA,Floresta,10,-34.62965032,-58.48217811,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carne, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UB5F1B
FIAB00051,F03,FIAB,Fiab 7,nan,AVELLANEDA AV. y BAHIA BLANCA,Floresta,10,-34.62976791,-58.48212209,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carne, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UB5F1B
FIAB00052,F03,FIAB,Fiab 11,nan,BARCALA y LA RIOJA,San Cristobal,3,-34.62552704,-58.40784724,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, mascotas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UA8AC6
FIAB00053,F03,FIAB,Fiab 10,nan,DIP.NAC. OSVALDO E.BENEDETTI y CORONEL RAMON FALCON,Velez Sarsfield,10,-34.63595504,-58.48258382,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U9CBBD
FIAB00054,F03,FIAB,Fiab 8,nan,CORVALAN y RIVADAVIA AV.,Villa Luro,10,-34.63939351,-58.50869906,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, mascotas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U18F21
FIAB00055,F03,FIAB,Fiab 1,nan,CORRALES VIEJOS y CASEROS AV.,Parque Patricios,4,-34.63764099,-58.405114,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U74513
FIAB00056,F03,FIAB,Fiab 8,nan,FRAGATA LA ARGENTINA y ERCILLA,Mataderos,9,-34.65572374,-58.51831495,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, mascotas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U31AA3
FIAB00057,F03,FIAB,Fiab 10,nan,BASUALDO y ARTIGAS MANUEL de,Mataderos,9,-34.64584493,-58.49740563,fuente_oficial,MARTES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U13AFB
FIAB00058,F03,FIAB,Fiab 4,nan,"DE LA ROSA, JOSE I., DR. y FONROUGE",Villa Lugano,8,-34.662288,-58.48543115,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U28B79
FIAB00059,F03,FIAB,Fiab 6,nan,SOLDADO DE LA FRONTERA AV. y COMBATE DE SAN CARLOS,Villa Lugano,8,-34.68701087,-58.46219198,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carne, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U4FEF1
FIAB00060,F03,FIAB,Fiab 1,nan,ISABEL LA CATOLICA y BRANDSEN,Barracas,4,-34.63737666,-58.37369078,fuente_oficial,MARTES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UD05FE
FIAB00061,F03,FIAB,Fiab 2,nan,"MACHAIN y LARRALDE, CRISOLOGO AV.",Saavedra,12,-34.55976332,-58.48691934,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UB5665
FIAB00062,F03,FIAB,Fiab 4,nan,"GARCIA DEL RIO y FREIRE, RAMON, CAP. GRAL.",Saavedra,12,-34.55110315,-58.47788156,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U02D7E
FIAB00063,F03,FIAB,Fiab 4,nan,GARCIA DEL RIO AV. 3200,Saavedra,12,-34.55112117,-58.47768889,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UDEDA4
FIAB00064,F03,FIAB,Fiab 8,nan,PLAZA y RUIZ HUIDOBRO AV.,Saavedra,12,-34.55218308,-58.48811715,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, mascotas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U241D2
FIAB00065,F03,FIAB,Fiab 3,nan,NAHUEL HUAPI y CAPDEVILA,Villa Urquiza,12,-34.57230901,-58.48978154,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Pescaderia, especies y legumbres, granja y carne, fiambre y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U7EEFD
FIAB00066,F03,FIAB,Fiab 9,nan,MILLER y MONROE,Villa Urquiza,12,-34.57092487,-58.48123262,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U69C28
FIAB00067,F03,FIAB,Fiab 2,nan,"CONDE y DUMONT, SANTOS",Colegiales,13,-34.58058274,-58.44535804,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U793BE
FIAB00068,F03,FIAB,Fiab 6,nan,"VIDAL y OLAGUER Y FELIU, VIRREY, CABA",Colegiales,13,-34.5694997,-58.45471006,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carne, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U08073
FIAB00069,F03,FIAB,Fiab 10,nan,CRAMER y MAURE,Colegiales,13,-34.57492181,-58.4444785,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UBBF8E
FIAB00070,F03,FIAB,Fiab 12,nan,SARMIENTO 3800,Almagro,5,-34.60529661,-58.41907496,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U737A2
FIAB00071,F03,FIAB,Fiab 8,nan,GAONA AV. y GAVILAN,No determinado,11.0,-34.61569438,-58.46619842,fuente_oficial,MARTES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, mascotas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U8AB7C
FIAB00072,F03,FIAB,Fiab 10,nan,"ESCALADA DE SAN MARTIN, R. y BOYACA",No determinado,11.0,-34.61002601,-58.46788899,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U228AF
FIAB00073,F03,FIAB,Fiab 1,nan,"ANCHORENA, TOMAS MANUEL DE, DR. y CABRERA, JOSE A.",Recoleta,2,-34.59730625,-58.4074779,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U1950F
FIAB00074,F03,FIAB,Fiab 3,nan,CALIFORNIA y VELEZ SARSFIELD AV.,Barracas,4,-34.64960403,-58.38825282,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Pescaderia, especies y legumbres, granja y carne, fiambre y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UE98A7
FIAB00075,F03,FIAB,Fiab 6,nan,"ALCORTA, AMANCIO AV. y BAIGORRI, CABA",Barracas,4,-34.63430452,-58.38482058,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carne, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U4E949
FIAB00076,F03,FIAB,Fiab 6,nan,"ASAMBLEA AV. 1000, CABA",Parque Chacabuco,7,-34.63522228,-58.43990491,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carne, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UD7F5F
FIAB00077,F03,FIAB,Fiab 6,nan,"MITRE, EMILIO y ASAMBLEA AV.",Parque Chacabuco,7,-34.63477692,-58.43945836,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carne, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UA5EBC
FIAB00078,F03,FIAB,Fiab 9,nan,"O'HIGGINS 2600, CABA",Belgrano,13,-34.55488536,-58.45750007,fuente_oficial,MARTES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U3CD0E
FIAB00079,F03,FIAB,Fiab 5,nan,"RIESTRA AV. 1800, CABA",Nueva Pompeya,4,-34.64652055,-58.43614983,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U70432
FIAB00080,F03,FIAB,Fiab 9,nan,"DRAGONES y LA PAMPA, CABA",Belgrano,13,-34.55605248,-58.43855228,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U3166A
FIAB00081,F03,FIAB,Fiab 9,nan,CORRALES y LA PLATA AV.,Nueva Pompeya,4,-34.64624762,-58.42037999,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U2A642
FIAB00082,F03,FIAB,Fiab 1,nan,"ALVAREZ, JULIAN y JUNCAL",Palermo,14,-34.58429824,-58.41122887,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U1244E
FIAB00083,F03,FIAB,Fiab 11,nan,MALABIA y NICARAGUA,Palermo,14,-34.58858903,-58.42488715,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, mascotas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UC26B8
FIAB00084,F03,FIAB,Fiab 13,nan,"REPUBLICA DOMINICANA y SALGUERO, JERONIMO",Palermo,14,-34.5897055,-58.41529219,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,Productos Organicos,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UF6C89
FIAB00085,F03,FIAB,Fiab 3,nan,NAHUEL HUAPI y CAPDEVILA,Villa Urquiza,12,-34.57169789,-58.48957064,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Pescaderia, especies y legumbres, granja y carne, fiambre y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U7EEFD
FIAB00086,F03,FIAB,Fiab 7,nan,HELGUERA y PAREJA,Villa Pueyrredon,12,-34.59053299,-58.5014518,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carne, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U0231E
FIAB00087,F03,FIAB,Fiab 7,nan,PAREJA y BAHIA BLANCA,Villa Devoto,11,-34.59844829,-58.51240617,fuente_oficial,MARTES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carne, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U6814A
FIAB00088,F03,FIAB,Fiab 7,nan,"LISTA, RAMON, CORONEL y CERVANTES",Villa Devoto,11,-34.61335068,-58.52297157,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carne, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U45555
FIAB00089,F03,FIAB,Fiab 12,nan,ROMA y ARREGUI AV.,Versalles,10,-34.62789382,-58.52112813,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U0743E
FIAB00090,F03,FIAB,Fiab 9,nan,BALCARCE y MEXICO,Monserrat,1,-34.6153106,-58.37062857,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U777EF
FIAB00091,F03,FIAB,Fiab 9,nan,MENDOZA y RAMSAY,Belgrano,13,-34.55112862,-58.44080204,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U732EC
FIAB00092,F03,FIAB,Fiab 11,nan,"UGARTE, MANUEL y ARCOS",Belgrano,13,-34.55459859,-58.45815523,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, mascotas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U52C08
FIAB00093,F03,FIAB,Fiab 4,nan,CUBA y ARIAS,Nunez,13,-34.54123167,-58.47072513,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UBCE22
FIAB00094,F03,FIAB,Fiab 3,nan,"BROWN, ALTE. AV. 350",No determinado,4.0,-34.62971119,-58.36475868,fuente_oficial,MARTES,de 8:00 a 14:00hs,"Pescaderia, especies y legumbres, granja y carne, fiambre y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U1F0A8
FIAB00095,F03,FIAB,Fiab 3,nan,"LARSEN 2400, CABA",Villa Pueyrredon,12,-34.57614262,-58.50359317,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Pescaderia, especies y legumbres, granja y carne, fiambre y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U1EEAE
FIAB00096,F03,FIAB,Fiab 8,nan,CABOTO y ARZOBISPO ESPINOSA,No determinado,4.0,-34.62711857,-58.36127934,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, mascotas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U461D5
FIAB00097,F03,FIAB,Fiab 2,nan,"YRURTIA, ROGELIO y PALMA, ATHOS",Saavedra,12,-34.56359925,-58.50567134,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UF5D65
FIAB00098,F03,FIAB,Fiab 8,nan,"SAN JUAN AV. y SOLIS, CABA",Constitucion,1,-34.62266824,-58.38917668,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, mascotas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UE21E3
FIAB00099,F03,FIAB,Fiab 2,nan,"NOGOYA y GORDILLO, JOSE O., CNEL.",Villa Real,10,-34.62075777,-58.51935906,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U4C690
FIAB00100,F03,FIAB,Fiab 14,nan,ESTADOS UNIDOS y LINIERS VIRREY,Boedo,5,-34.62216227,-58.41319204,fuente_oficial,MARTES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U74EA5
FIAB00101,F03,FIAB,Fiab 14,nan,CALDEN y SANTO TOME,Versalles,10,-34.62797413,-58.52894964,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U3B08A
